date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Wed Jun 16 2021,Los Angeles Clippers,119,Utah Jazz,111,Box Score,Vivint Smart Home Arena
Thu Jun 17 2021,Brooklyn Nets,89,Milwaukee Bucks,104,Box Score,Fiserv Forum
Fri Jun 18 2021,Philadelphia 76ers,104,Atlanta Hawks,99,Box Score,State Farm Arena
Fri Jun 18 2021,Utah Jazz,119,Los Angeles Clippers,131,Box Score,STAPLES Center
Sat Jun 19 2021,Milwaukee Bucks,115,Brooklyn Nets,111,Box Score,Barclays Center
Sun Jun 20 2021,Los Angeles Clippers,114,Phoenix Suns,120,Box Score,Phoenix Suns Arena
Sun Jun 20 2021,Atlanta Hawks,103,Philadelphia 76ers,96,Box Score,Wells Fargo Center
Tue Jun 22 2021,Los Angeles Clippers,103,Phoenix Suns,104,Box Score,Phoenix Suns Arena
Wed Jun 23 2021,Atlanta Hawks,116,Milwaukee Bucks,113,Box Score,Fiserv Forum
Thu Jun 24 2021,Phoenix Suns,92,Los Angeles Clippers,106,Box Score,STAPLES Center
Fri Jun 25 2021,Atlanta Hawks,91,Milwaukee Bucks,125,Box Score,Fiserv Forum
Sat Jun 26 2021,Phoenix Suns,84,Los Angeles Clippers,80,Box Score,STAPLES Center
Sun Jun 27 2021,Milwaukee Bucks,113,Atlanta Hawks,102,Box Score,State Farm Arena
Mon Jun 28 2021,Los Angeles Clippers,116,Phoenix Suns,102,Box Score,Phoenix Suns Arena
Tue Jun 29 2021,Milwaukee Bucks,88,Atlanta Hawks,110,Box Score,State Farm Arena
Wed Jun 30 2021,Phoenix Suns,130,Los Angeles Clippers,103,Box Score,STAPLES Center
Thu Jul 1 2021,Atlanta Hawks,112,Milwaukee Bucks,123,Box Score,Fiserv Forum
Sat Jul 3 2021,Milwaukee Bucks,118,Atlanta Hawks,107,Box Score,State Farm Arena
Tue Jul 6 2021,Milwaukee Bucks,105,Phoenix Suns,118,Box Score,Phoenix Suns Arena
Thu Jul 8 2021,Milwaukee Bucks,108,Phoenix Suns,118,Box Score,Phoenix Suns Arena
Sun Jul 11 2021,Phoenix Suns,100,Milwaukee Bucks,120,Box Score,Fiserv Forum
Wed Jul 14 2021,Phoenix Suns,103,Milwaukee Bucks,109,Box Score,Fiserv Forum
Sat Jul 17 2021,Milwaukee Bucks,123,Phoenix Suns,119,Box Score,Phoenix Suns Arena
Tue Jul 20 2021,Phoenix Suns,98,Milwaukee Bucks,105,Box Score,Fiserv Forum
"Tue Jul 20 2021,9:00p,Phoenix Suns,98,Milwaukee Bucks,105,Box Score,,17397,Fiserv Forum",,,,,,
